t,north,east,down,vel,roll,pitch,speed,throttle
3.03,7.89466,235.981,-25.9362,13.8437,-0.33626,-4.35648,13.449,0.0012
3.04,7.91955,236.421,-25.9166,13.8254,-0.328629,-4.42251,13.449,0.0012
3.05,7.91955,236.421,-25.9166,13.8254,-0.319987,-4.48905,13.449,0.0012
3.06,7.94418,236.861,-25.8961,13.8079,-0.317504,-4.55065,13.3986,0.0012
3.07,7.97009,237.295,-25.8746,13.7886,-0.314404,-4.61285,13.3986,0.0012
3.08,7.97009,237.295,-25.8746,13.7886,-0.312013,-4.67211,13.3986,0.0012
3.09,7.99569,237.729,-25.8524,13.7704,-0.306085,-4.73031,13.3986,0.0012
3.1,7.99569,237.729,-25.8524,13.7704,-0.302747,-4.79254,13.3986,0.0012
3.11,8.02096,238.164,-25.8295,13.7546,-0.302721,-4.84696,13.268,0.0013
3.12,8.02096,238.164,-25.8295,13.7546,-0.29999,-4.87937,13.268,0.0013
