z0,vx0,i,u0_opt,u1_opt,u2_opt,x,z,v_abs,v_arg,vx,vz,gripx,gripz,aoa
1.3,10.75,17,1,0.119277,0.437385,-1.27461,1.77298,7.53362,0.157154,7.44078,1.17907,-0.894676,1.64788,-0.0378763
1.3,10.75,18,0.744911,0.115787,0.493575,-1.12579,1.79656,6.58828,0.167587,6.49598,1.09895,-0.753998,1.64902,-0.0518002
1.3,10.75,19,3.5047e-07,0.112296,0.554725,-0.995872,1.81854,6.02575,0.161455,5.94739,0.968669,-0.634386,1.64729,-0.0491594
1.3,10.75,20,2.28204e-07,0.108805,0.622861,-0.876924,1.83792,6.01243,0.128835,5.9626,0.772469,-0.528621,1.64123,-0.0200295
1.3,10.75,21,1.75604e-07,0.105315,0.70616,-0.757672,1.85337,6.00545,0.0961054,5.97774,0.576269,-0.427729,1.62723,0.00920917
1.3,10.75,22,0.0622549,0.101824,0.804437,-0.638117,1.86489,6,0.0697279,5.98542,0.418029,-0.332855,1.60641,0.032096
1.3,10.75,23,0.107663,0.0983333,0.91893,-0.518409,1.87325,6,0.0499761,5.99251,0.299732,-0.245695,1.58063,0.0483571
1.3,10.75,24,0.132723,0.0948426,1.05067,-0.398559,1.87925,6,0.0350665,5.99631,0.210356,-0.167785,1.55253,0.0597761
1.3,10.75,25,0.148802,0.0913519,1.19929,-0.278633,1.88345,6,0.0235518,5.99834,0.141297,-0.10003,1.52554,0.0678002
1.3,10.75,26,0.159595,0.0878613,1.36304,-0.158666,1.88628,6,0.0144161,5.99938,0.0864936,-0.0421328,1.50363,0.0734451
1.3,10.75,27,0.167002,0.0843706,1.53876,-0.0386784,1.88801,6,0.00694735,5.99986,0.0416838,0.00777904,1.49072,0.0774232
1.3,10.75,28,0.172162,0.0808799,1.72219,0.0813187,1.88884,6,0.000646381,6,0.00387829,0.0531369,1.48984,0.0802335
1.3,10.75,29,0.175802,0.0773892,1.90848,0.201319,1.88892,6,-0.00483641,5.99993,-0.0290184,0.0983737,1.50239,0.0822257
1.3,10.75,30,0.178406,0.0738986,2.09296,0.321317,1.88834,6,-0.00974585,5.99971,-0.0584742,0.147955,1.52786,0.0836444
1.3,10.75,31,2.97509e-06,0.0704079,2.27197,0.441312,1.88717,6,-0.0142534,5.99939,-0.0855175,0.205408,1.56414,0.0846613
1.3,10.75,32,3.16272e-06,0.0669172,2.44346,0.561299,1.88546,6.03445,-0.0187758,6.03339,-0.113295,0.27276,1.60843,0.0856931
1.3,10.75,33,3.37271e-06,0.0704079,2.25037,0.681967,1.88319,6.06999,-0.022626,6.06843,-0.137328,0.453094,1.55514,0.0930339
