u0_opt,u1_opt,u2_opt,x,z,vel
0.00020192,0.105215,2.44346,3.72087,10.7626,10.2655
0.000237592,0.104343,2.44346,3.82269,10.7757,10.277
0.000286371,0.10347,2.44346,3.92463,10.7887,10.2884
0.000357071,0.102597,2.44346,4.0267,10.8017,10.2998
0.000468894,0.101725,2.44346,4.12889,10.8146,10.3113
0.000673639,0.100852,2.44346,4.2312,10.8274,10.3227
0.00118302,0.0999798,2.44346,4.33364,10.8401,10.3342
0.247315,0.099988,2.44346,4.4362,10.8528,10.3456
0.25,0.0999927,2.44346,4.53888,10.8654,10.3332
5.22912e-06,0.134733,0.592556,-5,9.5,8.9
5.15406e-06,0.13386,0.349066,-4.911,9.5,8.95226
5.1983e-06,0.134733,0.349066,-4.82152,9.50261,9.0022
5.25115e-06,0.135605,0.349066,-4.73162,9.50731,9.0489
5.31228e-06,0.136478,0.349066,-4.64135,9.51371,9.09181
5.38156e-06,0.137351,0.349066,-4.55077,9.52151,9.13091
5.45894e-06,0.138223,0.349066,-4.4599,9.53046,9.16645
5.54451e-06,0.139096,0.349066,-4.36877,9.54034,9.1988
5.63838e-06,0.139969,0.349066,-4.2774,9.55101,9.2284
5.74075e-06,0.140841,0.349066,-4.18582,9.56233,9.25564
5.85185e-06,0.141714,0.349066,-4.09402,9.57419,9.28091
5.97196e-06,0.142587,0.349066,-4.00204,9.58651,9.30455
6.1014e-06,0.143459,0.349066,-3.90986,9.59922,9.32684
6.24051e-06,0.144332,0.349066,-3.81751,9.61227,9.34804
6.38968e-06,0.145205,0.349066,-3.72499,9.62561,9.36835
6.54933e-06,0.146077,0.349066,-3.6323,9.63921,9.38795
6.71989e-06,0.14695,0.349066,-3.53944,9.65304,9.40696
6.90182e-06,0.147823,0.349066,-3.44643,9.66709,9.42552
