t,north,east,down,vel,roll,pitch,speed,throttle
2.06,-0.00400246,0.0243762,-0.0149764,0.0366905,-0.74673,-0.218808,-0.841634,0
2.07,-0.00400246,0.0243762,-0.0149764,0.0366905,-0.749261,-0.218637,-0.841634,0
2.08,-0.00409943,0.0246526,-0.014698,0.036865,-0.749386,-0.215619,-1.76413,0
2.09,-0.00409943,0.0246526,-0.014698,0.036865,-0.746816,-0.21562,-1.76413,0
2.1,-0.0042395,0.0250366,-0.0144288,0.0369514,-0.744636,-0.219811,-1.76413,0
2.11,-0.00447722,0.0256538,-0.0140921,0.0358918,-0.740922,-0.218781,-1.76413,0
2.12,-0.00447722,0.0256538,-0.0140921,0.0358918,-0.74402,-0.222468,-1.76413,0
2.13,-0.00441991,0.0250081,-0.0137082,0.0350398,-0.743268,-0.221106,1.22008,0
2.14,-0.00441991,0.0250081,-0.0137082,0.0350398,-0.738593,-0.219109,1.22008,0
2.15,-0.0041474,0.0233773,-0.0132149,0.0338715,-0.73704,-0.214243,1.22008,0
2.16,-0.0041474,0.0233773,-0.0132149,0.0338715,-0.735335,-0.212437,1.22008,0
2.17,-0.00396302,0.0219795,-0.0127701,0.0320448,-0.737057,-0.211182,1.22008,0
2.18,-0.00384711,0.0207924,-0.0123507,0.0317571,-0.739382,-0.205751,1.22008,0
2.19,-0.00384711,0.0207924,-0.0123507,0.0317571,-0.740547,-0.204027,1.22008,0
2.2,-0.00376773,0.0198085,-0.011979,0.0305891,-0.74119,-0.201338,1.22008,0
2.21,-0.00376773,0.0198085,-0.011979,0.0305891,-0.738871,-0.201984,1.22008,0
2.22,-0.00375581,0.0188366,-0.0115651,0.0301743,-0.737076,-0.199997,1.22008,0
2.23,-0.00375581,0.0188366,-0.0115651,0.0301743,-0.738225,-0.200712,1.22008,0
2.24,-0.00382529,0.018247,-0.011222,0.0296591,-0.738265,-0.202407,-1.11303,0
2.25,-0.00395755,0.0177982,-0.0108153,0.0292194,-0.736097,-0.2052,-1.11303,0
